序号,彝文,中文,英文
3725,󳖜,竭、尽,"竭, 尽"
3726,󳖝,方面,"square, directionface, surface"
3727,󳖞,呲（牙咧嘴）,呲 (牙咧嘴)
3728,󳖟,1、南（方）；2、（慕阿卧，人名，“六祖”第四位）；,"1. 南(square, direction) ; 2. (慕阿卧, person, people名, “six祖”第four位) ; "
3729,󳖠,（昆明）,（昆明）
3730,󳖡,（敬酒）,"（敬wine, alcohol）"
3731,󳖢,（砂锅）,（砂锅）
3732,󳖣,工,工
3733,󳖤,（侍从）,（侍从）
3734,󳖥,级、阶,"级, 阶"
3735,󳖦,号召、动员,"号召, 动员"
3736,󳖧,（吊炕，农村中吊在楼底下，在火炉头上的炕架）,"（吊炕, 农村中吊在楼底descend, go down, 在fire炉头上的炕架）"
3737,󳖨,铺（开）、展（开）,"铺(drive, operate) , 展 (drive, operate)"
3738,󳖩,嚼,嚼
3739,󳖪,穷困,穷困
3740,󳖫,空,空
3741,󳖬,嚼,嚼
3742,󳖭,呆,呆
3743,󳖮,梳理、理顺,"梳理, 理顺"
3744,󳖯,祖考（男祖先）,祖考 (男祖先)
3745,󳖰,臣,臣
3746,󳖱,1、老；2、长；,1. 老; 2. 长; 
3747,󳖲,给吃,给吃
3748,󳖳,迎亲（男家倒女家迎接新娘）,迎亲 (男家倒女家迎接新娘)
3749,󳖴,1、鲁莽；2、过分；,1. 鲁莽; 2. 过分; 
3750,󳖵,1、放置；2、着、住（助词）；,"1. 放置; 2. 着, 住(助词) ; "
3751,󳖶,平,平
3752,󳖷,丛林,"cluster, grove林"
3753,󳖸,（事情）糟糕、坏,"(事情) 糟糕, 坏"
3754,󳖹,赶紧,赶紧
3755,󳖺,（人名用词，慕阿切，人名，六祖第二位，即乍支系始祖）,"（person, people名用词, 慕阿切, person, people名, six祖第two位, 即乍支系始祖）"
3756,󳖻,（打仗）,（打仗）
3757,󳖼,茎、杆,"茎, 杆"
3758,󳖽,（那）里,(那) 里
3759,󳖾,1、缸、桶；2、（专指）桶；3、（棺材）；,"1. 缸, 桶; 2. (专point, indicate) 桶; 3, (棺材) ; "
3760,󳖿,（瞄准）,（瞄准）
3761,󳗀,1、教；2、指导；,"1. 教; 2. point, indicate导; "
3762,󳗁,住（助词）,住 (助词)
3763,󳗂,结（果）,结 (果)
3764,󳗃,（用镰刀）割,"(用sickle) cut, reap"
3765,󳗄,光秃,light秃
3766,󳗅,1、（污染）；2、（青光眼）；,1. (污染) ; 2. (青lighteye) ; 
3767,󳗆,（墨水）,（墨水）
3768,󳗇,温驯,温驯
3769,󳗈,（茶）罐,(茶) 罐
3770,󳗉,（但是）,（但是）
3771,󳗊,1、（民）族；2、（亲戚）；,1. (民) 族; 2. (亲戚) ; 
3772,󳗋,运、递,"运, 递"
3773,󳗌,1、小麦；2（豌豆）；3、包谷；,"1, 小麦; 2(豌豆) ; 3, pack, wrap谷; "
3774,󳗍,碾（nian）,碾 (nian)
3775,󳗎,家（养）,家 (养)
3776,󳗏,泣,泣
3777,󳗐,（故事）,（故事）
3778,󳗑,（形容词）（满满尖尖）,(形容词)  (满满尖尖)
3779,󳗒,哭,哭
3780,󳗓,分散（使动）,分散 (使动)
3781,󳗔,敌、仇（人）,"敌, 仇 (person, people)"
3782,󳗕,想念、牵挂,"想念, 牵挂"
3783,󳗖,吹（奏）、吹（火）、吹（胀）,"吹(奏) , 吹(fire) , 吹 (胀)"
3784,󳗗,扑（鸟、昆虫）,"扑 (鸟, 昆虫)"
3785,󳗘,避,避
3786,󳗙,（砚台）,（砚台）
3787,󳗚,1、捆绑；2、捆（量词）；,1. 捆绑; 2. 捆(量词) ; 
3788,󳗛,多,多
3789,󳗜,猛（大）,"猛 (big, large)"
3790,󳗝,腰（杆）,腰 (杆)
3791,󳗞,（象声词）（叽叽喳喳）,(onomatopoeia)  (叽叽喳喳)
3792,󳗟,声音,声音
3793,󳗠,（准备、预备）,"（准备, 预备）"
3794,󳗡,舀、盛（cheng）,"舀, 盛 (cheng)"
3795,󳗢,1、乳；2、哺乳；,1. 乳; 2. 哺乳; 
3796,󳗣,1、搭配；2、合作；,1. 搭配; 2. 合作; 
3797,󳗤,派（动词）,派 (动词)
3798,󳗥,（烟尘、扬尘、灰尘）,"（烟尘, 扬尘, ash, gray尘）"
3799,󳗦,扒（pa）（饭吃）,扒(pa)  (饭吃)
3800,󳗧,酱,酱
3801,󳗨,官,官
3802,󳗩,生（与熟相对）,"生 (与cooked, ripe相对)"
3803,󳗪,捅,捅
3804,󳗫,（轻轻的）,（轻轻的）
3805,󳗬,打（卦）、投掷（占卜）,"打(卦) , 投掷 (占卜)"
3806,󳗭,滴（量词）,滴 (量词)
3807,󳗮,初（表示农历的某一天）,"初 (表示农历的某onesky, heaven)"
3808,󳗯,（衣）褊（bian）,(衣) 褊 (bian)
3809,󳗰,（半声半声的咳嗽）,（半声半声的cough嗽）
3810,󳗱,摄（像）、录（音）,"摄(like, similar) , 录 (音)"
3811,󳗲,（形容词缀）（黑压压）,(形容词缀)  (黑压压)
3812,󳗳,玷污、污染,"玷污, 污染"
3813,󳗴,1、吃（ 使动）；2、喂；,1. 吃( 使动) ; 2. 喂; 
3814,󳗵,融化、溶化,"融化, 溶化"
3815,󳗶,往,往
3816,󳗷,1、（占）卜；2、（啄木鸟）；,1. (占) 卜; 2. (啄wood鸟) ; 
3817,󳗸,超（越）,超 (越)
3818,󳗹,消、退,"消, 退"
3819,󳗺,圣（圣人）,"圣 (圣person, people)"
3820,󳗻,（嫉妒）,（嫉妒）
3821,󳗼,肾,肾
3822,󳗽,1、禾（苗）；2、（蕨苔）；,1. 禾(苗) ; 2. (蕨苔) ; 
3823,󳗾,（轻）撒、敷、掩（粉末）,"(轻) 撒, apply, spread, 掩 (powderpowder, end)"
3824,󳗿,扒（开）,"扒 (drive, operate)"
3825,󳘀,灵巧、乖巧,"灵skillful, clever, 乖skillful, clever"
3826,󳘁,着，中,"着, 中"
3827,󳘂,上方,"上square, direction"
3828,󳘃,整（齐）,整 (齐)
3829,󳘄,（衣）襟,(衣) 襟
3830,󳘅,春,春
3831,󳘆,粑、馍、饼,"粑, 馍, 饼"
3832,󳘇,活计、工作,"活计, 工作"
3833,󳘈,忧（心）,"忧 (heart, mind)"
3834,󳘉,裹、包,"裹, pack, wrap"
3835,󳘊,阅（历），纵阅,"阅(历) , 纵阅"
3836,󳘋,触动,触动
3837,󳘌,梭（下）、滑（下）,"梭(descend, go down) , smooth, slippery (descend, go down)"
3838,󳘍,偷懒,偷懒
3839,󳘎,1、议论、2、交谈；,"1, 议论, 2, 交谈; "
3840,󳘏,蒸、焖,"蒸, 焖"
3841,󳘐,馊,馊
3842,󳘑,1、是；2、为何；3、总是；4（是一种什么……）；,"1. 是; 2. 为何; 3, always; 4(是one种什么……) ; "
3843,󳘒,调、拌,"调, 拌"
3844,󳘓,脑盖,脑盖
3845,󳘔,（收庄稼掉落的）籽实,"(收crops掉fall, drop的) 籽实"
3846,󳘕,比（比方）,"比 (比square, direction)"
3847,󳘖,文（1、文史；2、梅葛（楚雄唱的一种调子））,文(1. 文史; 2. 梅葛 (楚雄sing的one种调子) )
3848,󳘗,（樟木树）,（樟wood树）
3849,󳘘,平静,平静
3850,󳘙,（挎包）,"（挎pack, wrap）"
3851,󳘚,1、臂；2、（形容）腹部突出；,1. 臂; 2. (形容) 腹部突出; 
3852,󳘛,1 戟（jǐ）；2（三叉矛）；,1 戟(jǐ) ; 2(three叉矛) ; 
3853,󳘜,1、酿造；2、渥（表示沾湿）。,"1. 酿造; 2. 渥(表示stick to, get stained湿) ."
3854,󳘝,刺绣,刺绣
3855,󳘞,1、屎、大便；2、（肛门）；,"1. 屎, big, large便; 2. (肛门) ; "
3856,󳘟,叹（气）,叹 (气)
3857,󳘠,理（顺）、理（通）,"理(顺) , 理 (通)"
3858,󳘡,豁（出）,豁 (出)
3859,󳘢,1、帘子；3、编（帘子）；,"1, 帘子; 3, 编(帘子) ; "
3860,󳘣,（腿跨）,（腿跨）
3861,󳘤,1、结合；2、（名份、身份）；,"1. 结合; 2. (名份, 身份) ; "
3862,󳘥,挣脱,"挣shed, fall off"
3863,󳘦,1、集市、街、场；2、场（量词）；,"1. 集市, 街, 场; 2. 场(量词) ; "
3864,󳘧,由来,由来
3865,󳘨,（昏沉沉（指天气）,"（昏沉沉 (point, indicatesky, heaven气)"
3866,󳘩,（责）怪,(责) 怪
3867,󳘪,匆匆,匆匆
3868,󳘫,抢（亲）,抢 (亲)
3869,󳘬,辔（pèi）,辔 (pèi)
3870,󳘭,（打）捞,(打) 捞
3871,󳘮,（锤子）,（锤子）
3872,󳘯,必须,必须
3873,󳘰,马（古语）,horse (ancient saying)
3874,󳘱,（圆木）筒（量词）,"(圆wood) tube, cylinder (量词)"
3875,󳘲,丁（天干第四位）,丁 (heavenly stem第four位)
3876,󳘳,1、霜、2、（冰）；,"1, 霜, 2, (冰) ; "
3877,󳘴,1、（大）袋子；2、（专指）皮口袋；,"1. (big, large) 袋子; 2. (专point, indicate) 皮口袋; "
3878,󳘵,（伤口）,（伤口）
3879,󳘶,（粗糙地）缝、撩,"(粗糙place, location) sew, stitch, 撩"
3880,󳘷,毒（动词）,毒 (动词)
3881,󳘸,勃起,"勃rise, get up"
3882,󳘹,放（野火）,放 (野fire)
3883,󳘺,沉（底）,沉 (底)
3884,󳘻,捆、扎、系,"捆, tie, bind, 系"
3885,󳘼,1、（阿和略液，彝语指安宁河）；2、（合来伙普，彝语指锦屏山）；,"1. (阿和略液, 彝语point, indicate安宁河) ; 2. (合来伙普, 彝语point, indicate锦屏山) ; "
3886,󳘽,颜面,"颜face, surface"
3887,󳘾,鼓,鼓
3888,󳘿,冲,冲
3889,󳙀,（泡木树，五倍子树）,"（泡wood树, five倍子树）"
3890,󳙁,（缩口）,（缩口）
3891,󳙂,1、癣（xuǎn）；2、生癣；,1. 癣(xuǎn) ; 2. 生癣; 
3892,󳙃,同（睡）、陪（睡）,"同(睡) , 陪 (睡)"
3893,󳙄,锁,锁
3894,󳙅,1、细；2、吝啬；3、卦名（且舍，彝语称离、坎二卦）；,"1. 细; 2. 吝啬; 3, 卦名(且舍, 彝语称离, 坎two卦) ; "
3895,󳙆,（和谐、和蔼）,"（和谐, 和蔼）"
3896,󳙇,讨（债）,讨 (债)
3897,󳙈,兴（礼节）,兴 (礼节)
3898,󳙉,上方,"上square, direction"
3899,󳙊,（螳螂）,（螳螂）
3900,󳙋,（吉利）,（吉利）
3901,󳙌,蜂,蜂
3902,󳙍,（锄头）,（hoe）
3903,󳙎,1、（情歌）；2、（唱情歌）；,1. (情歌) ; 2. (sing情歌) ; 
3904,󳙏,（混杂）,（混杂）
3905,󳙐,1、（青竹蛇）；2、（雄锦鸡）；,1. (青竹蛇) ; 2. (雄锦鸡) ; 
3906,󳙑,连累,连累
3907,󳙒,（说话（讽刺））,(说话 (讽刺) )
3908,󳙓,腌,腌
3909,󳙔,1、活；2、（嘎寺福，彝语指泸西县城）；,"1. 活; 2. (嘎寺福, 彝语point, indicate泸西县城) ; "
3910,󳙕,1、（雾沉沉、霭漫漫）；2、（那么）,"1. (雾沉沉, 霭漫漫) ; 2.  (那么)"
3911,󳙖,1、制止；3、停、停息、休止；,"1, 制止; 3, 停, 停息, 休止; "
3912,󳙗,刨（动词）,刨 (动词)
3913,󳙘,雄性（专指狗）,"male (专point, indicate狗)"
3914,󳙙,（猫）,（猫）
3915,󳙚,通头,通头
3916,󳙛,1（中央、中间、中心）；2、（头顶；百会穴）；,"1(中央, 中间, 中heart, mind) ; 2, (头top, support; hundred会穴) ; "
3917,󳙜,（词缀）（晴朗朗）,"(词缀)  (sunny, clear朗朗)"
3918,󳙝,模（模样、模型）,"模 (模样, 模型)"
3919,󳙞,祝告（古语）,祝告 (ancient saying)
3920,󳙟,1、被水冲；2、冲撞；,1. 被水冲; 2. 冲撞; 
3921,󳙠,嫩崽,嫩崽
3922,󳙡,珠（子）,珠 (子)
3923,󳙢,（拐杖）,（拐杖）
3924,󳙣,久,久
3925,󳙤,（构皮树）,（构皮树）
3926,󳙥,聚（会）,聚 (会)
3927,󳙦,1、饱满；2、俊俏；,1. 饱满; 2. 俊俏; 
3928,󳙧,收（租）,收 (租)
3929,󳙨,（骟过的绵羊）,（骟过的sheep）
3930,󳙩,猿（人）,"猿 (person, people)"
3931,󳙪,（荣华）,（荣华）
3932,󳙫,（戏弄、逗玩）,"（戏弄, 逗play）"
3933,󳙬,（乌）龟,(乌) 龟
3934,󳙭,（一种野果的名字）,（one种野果的名字）
3935,󳙮,祭,祭
3936,󳙯,（珍）珠,(珍) 珠
3937,󳙰,（妖魔鬼怪）,（妖魔鬼怪）
3938,󳙱,（柔荑花序 （植物学上无限花序的一种））,"(柔荑花序  (植object, thing学上无限花序的one种) )"
3939,󳙲,装饰,装饰
3940,󳙳,哮（吼）,哮 (吼)
3941,󳙴,箭,箭
3942,󳙵,（掼谷槽（收割稻谷时作脱粒的用具））,"(掼谷槽 (收cut, reap稻谷时作shed, fall off粒的用具) )"
3943,󳙶,下（种),"descend, go down（种)"
3944,󳙷,合（容量）（量粮食的器具，容量是1合，方形或圆筒形，多用木头或竹筒制成。10勺等于1合，10合等于1升）,"合(容量)  (量粮食的器具, 容量是1合, square, direction形或圆tube, cylinder形, 多用wood头或竹tube, cylinder制成.10勺等于1合, 10合等于1rise, ascend)"
3945,󳙸,连接、链接,"connection, 链接"
3946,󳙹,凿,凿
3947,󳙺,（不但……而且）,（不但……而且）
3948,󳙻,（鸡）距（拐爪）,(鸡) 距 (拐爪)
3949,󳙼,扣,扣
3950,󳙽,（芒果）,（芒果）
3951,󳙾,（离开群体）,"（离drive, operate群体）"
3952,󳙿,谁（人）,"谁 (person, people)"
3953,󳚀,挑拨,挑拨
3954,󳚁,（规矩、礼仪、道理、章程、制度、原则）,"（规矩, 礼仪, 道理, 章程, system, institution, 原则）"
3955,󳚂,（形容词缀）（红彤彤）,(形容词缀)  (红彤彤)
3956,󳚃,（山梁）,（山梁）
3957,󳚄,沉淀,沉淀
3958,󳚅,（厦子（小屋檐））,(厦子 (小屋檐) )
3959,󳚆,他（的）,他 (的)
3960,󳚇,（后天）,"（后sky, heaven）"
3961,󳚈,（饭谷）,（饭谷）
3962,󳚉,撮,撮
3963,󳚊,骄傲,骄傲
3964,󳚋,1、（屎、尿、乳）急；2；（气愤）；,"1, (屎, 尿, 乳) 急; 2; (气愤) ; "
3965,󳚌,（黄瓜）,（黄瓜）
3966,󳚍,（香芝麻花，（一种野生植物），其花、叶子古时曾作茶用）,"(香芝hemp, numb花,  (one种野生植object, thing) , 其花, 叶子古时曾作茶用)"
3967,󳚎,层,层
3968,󳚏,（榫头，制木竹等器物时，为使两块材料接合所特制的凸凹部分。凸出的叫榫头，凹下的叫榫眼。）,"（榫头, 制wood竹等器object, thing时, 为使两块材料接合所特制的凸concave部分.凸出的叫榫头, concavedescend, go down的叫榫eye.）"
3969,󳚐,1、土（地）；2、（阿脑阿画，人名）；,"1. 土(place, location) ; 2. (阿脑阿画, person, people名) ; "
3970,󳚑,包、扎,"pack, wrap, tie, bind"
3971,󳚒,放荡,放荡
3972,󳚓,1、罪过；2、（案件、问题）；,"1. 罪过; 2. (案件, 问题) ; "
3973,󳚔,撞,撞
3974,󳚕,侧（身）,侧 (身)
3975,󳚖,（鸡胗）,（鸡胗）
3976,󳚗,原野、坝子,"原野, 坝子"
3977,󳚘,控告,控告
3978,󳚙,脓,脓
3979,󳚚,（光）华,(light) 华
3980,󳚛,正直,正直
3981,󳚜,壳,壳
3982,󳚝,1、口；2、（祷告）；3、（案件、问题）；,"1. 口; 2. (pray) ; 3, (案件, 问题) ; "
3983,󳚞,1、（木瓜）；2、（敷衍）；,"1. (wood瓜) ; 2. (apply, spread衍) ; "
3984,󳚟,聋,聋
3985,󳚠,他们、她们、它们,"they, them, 她们, 它们"
3986,󳚡,翅（膀）,翅 (膀)
3987,󳚢,（牲畜的）膘,(livestock的) 膘
3988,󳚣,灵（气）,灵 (气)
3989,󳚤,（饭豆）,（饭豆）
3990,󳚥,山（冲）,山 (冲)
3991,󳚦,祝（词）,祝 (词)
3992,󳚧,1、关（使动）；2、拘禁、禁闭；,"1. 关(使动) ; 2. 拘禁, confinement, detention; "
3993,󳚨,1、（山岭）；2、（刀耕火种）；3、（威荣）；,"1. (山岭) ; 2. (刀plow, cultivatefire种) ; 3, (威荣) ; "
3994,󳚩,（珠子）,（珠子）
3995,󳚪,（磨石、石灰）,"（磨石, 石ash, gray）"
3996,󳚫,扳（手）,扳 (hand)
3997,󳚬,肯,肯
3998,󳚭,杵（动词）,杵 (动词)
3999,󳚮,（月琴）,（月琴）
4000,󳚯,1、打扮；2、扮演；,1. 打扮; 2. 扮演; 
4001,󳚰,胖,胖
4002,󳚱,（葡萄）,（葡萄）
4003,󳚲,己（天干的第六位）,己 (heavenly stem的第six位)
4004,󳚳,1、圃；2、篱笆;3、栏；,"1. 圃; 2. 篱笆;3, 栏; "
4005,󳚴,撒（撒遍、普及）,"撒 (撒遍, 普及)"
4006,󳚵,埋葬,"burybury, inter"
4007,󳚶,在场,在场
4008,󳚷,1、（槟榔）；2、（菠萝）；,1. (槟榔) ; 2. (菠萝) ; 
4009,󳚸,1、（埋怨）；2、（诉苦）；,"1. (complain, blame) ; 2. (诉苦) ; "
4010,󳚹,1、（哨子）；2、（空壳）；,1. (哨子) ; 2. (空壳) ; 
4011,󳚺,（帮、伙）,"（帮, 伙）"
4012,󳚻,圆（形）,圆 (形)
4013,󳚼,（水）獭（ta）,(水) 獭 (ta)
4014,󳚽,1、共同；2、（地名用词）；,1. 共同; 2. (place name用词) ; 
4015,󳚾,（果子狸、獾（huan））,"(果子狸, 獾 (huan) )"
4016,󳚿,（手）套,(hand) 套
4017,󳛀,1、酥、松脆（指食品）；2、松软；,"1. 酥, 松crisp, brittle(point, indicate食品) ; 2. 松软; "
4018,󳛁,（摇摇摆摆）,（摇摇摆摆）
4019,󳛂,（香肠）,（香肠）
4020,󳛃,1、认（人、物）；2、承认；,"1. 认(person, people, object, thing) ; 2. 承认; "
4021,󳛄,先,先
4022,󳛅,（猫头鹰）,（猫头eagle）
4023,󳛆,泡（pao）（核桃）,泡(pao)  (核桃)
4024,󳛇,（1、招赘；2、入赘）,（1. 招赘; 2. 入赘）
4025,󳛈,1、薯类；2、（白薯）；,1. 薯class; 2. (白薯) ; 
4026,󳛉,（肿）瘤,(肿) 瘤
4027,󳛊,（水泡）,（水泡）
4028,󳛋,翁,翁
4029,󳛌,1、（砖）模子、土坯；2、（犁坯）；,"1. (砖) 模子, 土坯; 2. (犁坯) ; "
4030,󳛍,1、胸脯肉；2、（胸膛）；3、心窝骨；,"1. 胸脯肉; 2. (胸膛) ; 3, heart, mind窝骨; "
4031,󳛎,麝,麝
4032,󳛏,（红茨莓）,（红茨莓）
4033,󳛐,（食物、奶）积（食）,"(食object, thing, 奶) 积 (食)"
4034,󳛑,（口粮）,（口粮）
4035,󳛒,（石膏）,（石膏）
4036,󳛓,哀（乐、歌曲）,"哀 (乐, 歌曲)"
4037,󳛔,（（小声）抽泣）,( (小声) 抽泣)
4038,󳛕,嚎,嚎
4039,󳛖,卖,卖
4040,󳛗,了（le）,了 (le)
4041,󳛘,解释,解释
4042,󳛙,（要紧、重要）,"（要紧, 重要）"
4043,󳛚,（随便、简单）,"（follow, accompany便, 简single, alone）"
4044,󳛛,转移（物品）,"转移 (object, thing品)"
4045,󳛜,（洗漱）,（洗漱）
4046,󳛝,搂,"embrace, hug"
4047,󳛞,（擦尔瓦）,（擦尔瓦）
4048,󳛟,1、垮、塌（使动）；2、（说话伤人）；,"1. 垮, 塌(使动) ; 2. (说话伤person, people) ; "
4049,󳛠,1、话；2、说；,1. 话; 2. 说; 
4050,󳛡,1、叶子；2、片（量词）；,1. 叶子; 2. 片(量词) ; 
4051,󳛢,1、（1、哨子；2、空壳）；2、（破烂）；,"1. (1, 哨子; 2. 空壳) ; 2, (破烂) ; "
4052,󳛣,吃,吃
4053,󳛤,（挑（水桶）,（挑 (水桶)
4054,󳛥,辣,辣
4055,󳛦,1、终结、结束、收尾；2、（饭被烧焦了的味道）；,"1. 终结, 结束, 收tail; 2. (饭被烧charred, burnt了的味道) ; "
4056,󳛧,（掼谷槽（收割稻谷时作脱粒的用具））,"(掼谷槽 (收cut, reap稻谷时作shed, fall off粒的用具) )"
4057,󳛨,瞀（mao）（1、目眩。2、心绪纷乱。3、愚昧。）,"瞀(mao)  (1, 目眩.2, heart, mind绪纷乱.3, 愚昧.)"
4058,󳛩,粮食（古语）,粮食 (ancient saying)
4059,󳛪,1、绵羊；2、未（地支第八位）；,"1. sheep; 2. 未(place, location支第eight位) ; "
4060,󳛫,捞（渣滓）、捞（干的）；,"捞(dregs, residue滓) , 捞(dry的) ; "
4061,󳛬,（鼻子）,（鼻子）
4062,󳛭,（1、烦闷、烦躁；2、悲观；）,"（1. 烦闷, 烦躁; 2. 悲观; ）"
4063,󳛮,啄,啄
4064,󳛯,猖獗,猖獗
4065,󳛰,训斥,训斥
4066,󳛱,1、淡（味道）；2、素（食）；,1. 淡(味道) ; 2. 素(食) ; 
4067,󳛲,嫁（女）,嫁 (女)
4068,󳛳,1、（眼屎）；2、（象声词）（老鼠叫声）；,1. (eye屎) ; 2. (onomatopoeia)  (老鼠叫声); 
4069,󳛴,浪费,浪费
4070,󳛵,（鹿子）,（鹿子）
4071,󳛶,（乌鸦）叫,(乌鸦) 叫
4072,󳛷,（火花）,（fire花）
4073,󳛸,（结实）,（结实）
4074,󳛹,（重叠词缀）（明朗朗）,(overlapping词缀)  (明朗朗)
4075,󳛺,（被液体）呛,(被液体) 呛
4076,󳛻,晚熟（的种子）,"晚cooked, ripe (的种子)"
4077,󳛼,填塞,填塞
4078,󳛽,理睬,理睬
4079,󳛾,（排行第三个兄妹的称呼）,（排行第three个elder brother妹的称呼）
4080,󳛿,（形容词词缀）（胀鼓鼓）,(形容词词缀)  (胀鼓鼓)
4081,󳜀,（咒猫儿语）,（咒猫儿语）
4082,󳜁,（秕（bi）谷）,(秕 (bi) 谷)
4083,󳜂,1、宝、2、（鹳鹤）；3、（谷窝，滇南彝语指昆明）；,"1, 宝, 2, (鹳鹤) ; 3, (谷窝, 滇南彝语point, indicate昆明) ; "
4084,󳜃,（液体沸腾）溢出,(液体沸腾) 溢出
4085,󳜄,（茅草）,（茅grass）
4086,󳜅,（唠唠叨叨）,（唠唠叨叨）
4087,󳜆,1、（怎样）；2、（什么）；,1. (怎样) ; 2. (什么) ; 
4088,󳜇,卷、包,"curl, roll, pack, wrap"
4089,󳜈,抛、扔,"抛, 扔"
4090,󳜉,早,早
4091,󳜊,蜷缩,蜷缩
4092,󳜋,1、打活结；2、（活结）；,1. 打活结; 2. (活结) ; 
4093,󳜌,藤子,藤子
4094,󳜍,亿,亿
4095,󳜎,嘟（嘴）,嘟 (嘴)
4096,󳜏,丘（块）,丘 (块)
