0xf222e	󲈮	󳤣|󐁥󲐀，󲊂󐁥󲐀
0xf33d5	󳏕	󲳊󲩯󳈰󳊳󳌬󳑐󲵥󲠱󳒯󳋡󲵯󲡎󳚽|󳛚󳎲󲴮󳕊󲴚󲷒󲭯󲸜󳂲󲴧󲯴󲷈
0xf33d6	󳏖	󲜳󲾩󲽨󲬀󲵴󲷴󲡂󲵀󲜣|concave陷
0xf33d7	󳏗	󲲠󳈵󳒒󳋽󲞛󳊎󲟳󲮂󳗁󲩭󳊊󲹂|彝文「」的意思是「燕」，英文是 燕。
0xf33d8	󳏘	是通用彝文字符 unicode 0xf33d8 滇川黔桂彝文|(出) 丑, (丢) 脸
0xf33d9	󳏙	的意思是浆（衣服）（浆 (衣服)）。|󳒼󳇠󳛈󲬠󲵴󲶻󳕿󲵛
0xf33da	󳏚	󳖘󲼨󳘟󲹔󲸯󲫨󲠖󳋏󳒶󳕱󳌜󳇛|彝文字符的中文含义是（犬）吠，英文含义是(犬) 吠。
0xf33db	󳏛	狡猾 in Yi script is  (狡猾).|󳗛󲱖󳋍󲹱󲧮󳁙󳄇󳇚󳙎󳕓󲪩󲻨󳘝
0xf33dc	󳏜	󳉌󲞰󲞊󳅍󳘙󲹩󲻜|的英文是（serious, earnest），中文是（认真）
0xf33dd	󳏝	「（俄索，人名，后传为彝族支系名、地名，汉文记载为乌撒，今威|（俄索，人名，后传为彝族支系名、地名，汉文记载为乌撒，今威宁
0xf33de	󳏞	󲰃󲥟󲭰󳐐󲜽󳃕󳙺󲲥󳊉󲶎󲡲󲴹󲾔󳄬|󲦜󳄂󳏍󳑭󳒑󳔠󲠷󳙓󲴍󳑯󳒶󲶋󲴌
0xf33df	󳏟	(皮) 革|彝文 unicode:0xf33df 通用彝文字符集
0xf33e0	󳏠	是通用彝文字符 unicode 0xf33e0 滇川黔桂彝文|彝文字符的中文含义是暴露，英文含义是暴露。
0xf33e1	󳏡	彝文字符的中文含义是（刺竹），英文含义是（刺竹）。|的意思是（刺竹）（（刺竹））。
0xf33e2	󳏢	（花 (color) in Yi script is  (（|字符的词汇编号是6081。
0xf33e3	󳏣	凑 (在onerise, get up) in Yi scr|󳍈󲶉󲳭󲯟󲳢󲿀󳎥󳌨󲯝󲤶󲨐󳘏󳃇
0xf33e4	󳏤	(婴儿皮肤褶皱处) 发炎|字符的词汇编号是6083。
0xf33e5	󳏥	字符的词汇编号是6084。|󲯪󳑼󲩋󳁫󳋧󲯺
0xf33e6	󳏦	1. 歹; 2. 憨, 劣;|编号6085对应彝文字符。
0xf33e7	󳏧	是通用彝文字符 unicode 0xf33e7 滇川黔桂彝文|󳐀󲜖󳇶󲻲󲠃󳊁󲡓
0xf33e8	󳏨	「1、收（拾）；2、（实勺、古彝人的一个部族名）；」的通用彝|1. 收(拾) ; 2. (实勺, 古彝person, pe
0xf33e9	󳏩	󲶇󳛶󲞯󲶏󲸳󲤤󳘃󳚥󲣃󲼤󳏪󳒵󳊤|󲩇󳀩󳎴󳄟󲮰󳉁󲻼󳓏󲡴󲹠󳉩󳎶
0xf33ea	󳏪	The Yi script for '揩、擦' is ''.|「揩、擦」的通用彝文是「」。
0xf33eb	󳏫	是通用彝文字符 unicode 0xf33eb 滇川黔桂彝文|的意思是（祛除、使干净）（（祛除, 使dry净））。
0xf33ec	󳏬	的英文是（虽然），中文是（虽然）。|彝文 unicode:0xf33ec 通用彝文字符集
0xf33ed	󳏭	「（头）屑」的通用彝文是「」。|(头) 屑 in Yi script is  (（头）屑).
0xf33ee	󳏮	「（父系血缘相邻两辈间的）关系」的通用彝文是「」。|󲮅󲫺󳉑󳉰󳛳󲴒󳃁
0xf33ef	󳏯	󲠩󲬢󳈜󳒏󲿸󳜃󲱿󳊫󳄤󲤶󲬚󲦇|󲾥 slow peace
0xf33f0	󳏰	点 (eye药水) in Yi script is  (点（|的英文是点 (eye药水)，中文是点（眼药水）。
0xf33f1	󳏱	是通用彝文字符 unicode 0xf33f1 滇川黔桂彝文|󲧨󲶅 brave space tree
0xf33f2	󳏲	圆 in Yi script is  (圆).|是通用彝文字符 unicode 0xf33f2 滇川黔桂彝文
0xf33f3	󳏳	󳋠󳉟󳍺󳓱󳈷󳛀󳗦󲱌󳑯󳋚󲬴󲟿󲳨|的意思是攻打（攻打）。
0xf33f4	󳏴	󳚢󳆅󲷾󳌾󲹪󲦂󳖷󲫂󳋀󲯩󲨞|（灶）
0xf33f5	󳏵	是通用彝文字符 unicode 0xf33f5 滇川黔桂彝文|（哪里） in Yi script is  (（哪里）).
0xf33f6	󳏶	The Yi script for '借' is ''. I|「借」的通用彝文是「」。
0xf33f7	󳏷	󲞏󲨊󲱢󳏋󲪔󲤷󲶴󲯄󲣸|（笑嘻嘻） in Yi script is  (（笑嘻嘻）)
0xf33f8	󳏸	󲟋󳐥󳋕󲨯󲯇󳖔󳈗󲲅󲠁|字符的词汇编号是6103。
0xf33f9	󳏹	炫示用通用彝文写作「」。|炫示
0xf33fa	󳏺	的意思是蓄（蓄）。|󲻂󲟱󲣎󳃰󳛒󲱓󲢧
0xf33fb	󳏻	1. 虫; 2. 蚕; 3, (螃蟹) ;|是通用彝文字符 unicode 0xf33fb 滇川黔桂彝文
0xf33fc	󳏼	󳓚 wise sun|是通用彝文字符 unicode 0xf33fc 滇川黔桂彝文
0xf33fd	󳏽	󳇏󲿄󳒊󲵴󲵉󳔟󳓋󳁷󲷟|编号6108对应彝文字符。
0xf33fe	󳏾	扒 in Yi script is  (扒).|󲹂󳈰󳃰󲣽󳑝󳍋󳁹󲫂󳚞󲶧󲣳󲺶
0xf33ff	󳏿	彝文字符的中文含义是孝敬（父母），英文含义是孝敬 (父母)。|彝文 unicode:0xf33ff 通用彝文字符集
0xf3400	󳐀	󳌳󳚳󳍟󳈥󲨛󲰴󳈦󲳇󲰷󳆘󲲑󳄙|捂 (甜wine, alcohol) in Yi scrip
0xf3401	󳐁	膀 in Yi script is  (膀).|膀
0xf3402	󳐂	的意思是渡槽（渡槽）。|󲽲󲲝 sky old slow
0xf3403	󳐃	1. (身肌) 丰满; 2. (丝瓜) ;|󳚘󲺈󳋞󲪣
0xf3404	󳐄	彝文 unicode:0xf3404 通用彝文字符集|的意思是嘛（语气词）（嘛 (语气词)）。
0xf3405	󳐅	「地」的通用彝文是「」。|的意思是地（place, location）。
0xf3406	󳐆	是通用彝文字符 unicode 0xf3406 滇川黔桂彝文|摘 (菜, 俗称讨菜)
0xf3407	󳐇	「纠缠」的通用彝文是「」。|󲸚󲻺󲴗󲿲󲠥󳋩󲳬󲥷󳇭󳙧󲸲
0xf3408	󳐈	彝文 unicode:0xf3408 通用彝文字符集|󲲄󲝺󲫛󲷌󲱩󳈕󳀛󳒉󳒴󲞠󲭻󳕟󲦎󲞑
0xf3409	󳐉	󲜱󳅹󲴳󲲫󲾞󳋶󳆣󲰦󲳥󲽑󲣣|󲷾󲟫󲻲󳊦󳈓󳌄󲷕󳅛󲺇󳆑󲢺󲤷󲻡
0xf340a	󳐊	抖 (掉ash, gray尘) in Yi script i|的意思是抖（掉灰尘）（抖 (掉ash, gray尘)）。
0xf340b	󳐋	彝文字符的中文含义是（同）情，英文含义是(同) 情。|󳚡󲤐󲺫󲭊󳈬󲝧󲠹
0xf340c	󳐌	了 (时态助词, 过去式)|彝文 unicode:0xf340c 通用彝文字符集
0xf340d	󳐍	󳍗󳙴󲢭󳔩󲱱󲺊󳒳󲷰󳚢󲭃󳏆|的英文是（overlapping词缀），中文是（重叠词缀）。
0xf340e	󳐎	󳄍󳌉 small ocean life|是通用彝文字符 unicode 0xf340e 滇川黔桂彝文
0xf340f	󳐏	󲥶󲬃󲩬󲿑󳏽󳋍󲝐󲝓󳏡󲧯|(花) 盛drive, operate in Yi scri
0xf3410	󳐐	的英文是hemp, numbwood，中文是麻木。|的意思是麻木（hemp, numbwood）。
0xf3411	󳐑	的英文是（hemp, numb疹, sky, heaven花|（hemp, numb疹, sky, heaven花） in
0xf3412	󳐒	󳔼󲱌󲶄󲥓󳄡󲩛󲾁󲶙󲪟󲲍󳆉󲲻󲰆|是通用彝文字符 unicode 0xf3412 滇川黔桂彝文
0xf3413	󳐓	剃|是通用彝文字符 unicode 0xf3413 滇川黔桂彝文
0xf3414	󳐔	󳑶󳂅 fire space peace|󲽫󲩜󲧀󳌯󲫕󳑞󲤣󳈴󳇏󳀔󳚃󲥭
0xf3415	󳐕	是通用彝文字符 unicode 0xf3415 滇川黔桂彝文|狐 (狸) in Yi script is  (狐（狸）).
0xf3416	󳐖	彝文字符的中文含义是茂（盛），英文含义是茂 (盛)。|彝文 unicode:0xf3416 通用彝文字符集
0xf3417	󳐗	The Yi script for '（果吉、彝族家支名）'|彝文 unicode:0xf3417 通用彝文字符集
0xf3418	󳐘	彝文 unicode:0xf3418 通用彝文字符集|是通用彝文字符 unicode 0xf3418 滇川黔桂彝文
0xf3419	󳐙	彝文 unicode:0xf3419 通用彝文字符集|󲞺󲦴󲞋󲤂
0xf341a	󳐚	󳘿󲵾󲥢󲡢󳓊|的意思是1、直；2、正；（1. 直; 2. 正;）。
0xf341b	󳐛	󲴞󳚠󳌚󳘋󳐒󲿗󳊠|󳉴󲩬 time angry fast
0xf341c	󳐜	󲻨󳇴󳓞󳋷󲫵󳑰󲞥󲨺󳌓󲼄󲶸󳊶|的意思是（豹、狼等）叫（(leopard, wolf等) 叫
0xf341d	󳐝	是通用彝文字符 unicode 0xf341d 滇川黔桂彝文|彝文字符的中文含义是居住治理，英文含义是居住治理。
0xf341e	󳐞	󳕩󳚢󲨣󳗕󲨎󳘼󳍿|󲻄󲢓󲬥󲽮󳕳󳖦
0xf341f	󳐟	󲼿󳚷󲹅󳙦󲧃󳊗󳑵󲯷󲾥󳐜󲥝󲹇󲪎|󳋛󳁡󳘕󳀏󲜿󳁕󲞁󲝥
0xf3420	󳐠	󲭖󳚞󳎯󳆐󲰜󲵯󳙙󳖼󲧠󲢪󳘠󳂢󲶺|󲼇 good time
0xf3421	󳐡	󳀱󲲶󳍥󲪲󲬍󳙦󲶆󲯮|彝文 unicode:0xf3421 通用彝文字符集
0xf3422	󳐢	1、把（用具量词）；2、张（量词）；3、架；4、支；5、盏；|1. 把(用具量词) ; 2. 张(量词) ; 3, 架; 
0xf3423	󳐣	是通用彝文字符 unicode 0xf3423 滇川黔桂彝文|的意思是蝶（蝶）。
0xf3424	󳐤	（形容个子矮小） in Yi script is  (（形容|󲣨󲞐󲢰󳓂󳕤󲺑󲜳
0xf3425	󳐥	󲟋󳏸󳋕󲨯󲯇󳖔󳈗󲲅󲠁|是通用彝文字符 unicode 0xf3425 滇川黔桂彝文
0xf3426	󳐦	彝文字符的中文含义是寸，英文含义是寸。|󳆂󲤉󳘴󲺉󲸴
0xf3427	󳐧	节, 关节|The Yi script for '节、关节' is ''
0xf3428	󳐨	（神位）|󲤿󲯛󲦈󲝴󲡦󳛛󲯺󲦽󲤜󳎠󲰌
0xf3429	󳐩	幢 (zhuang)|彝文 unicode:0xf3429 通用彝文字符集
0xf342a	󳐪	󲴵󲵔󳘚󲦄󳇪󳚍󳆖|󲥓󳆥󲬾󲼍󳑫󲤐󳃢󲿀󲶉󳂈󲳙󳖎󳀆
0xf342b	󳐫	的意思是锣（锣）。|彝文 unicode:0xf342b 通用彝文字符集
0xf342c	󳐬	󳇩󳀾󲸦󳛩󳕐|折磨用通用彝文写作「」。
0xf342d	󳐭	是通用彝文字符 unicode 0xf342d 滇川黔桂彝文|的意思是（哪里）（（哪里））。
0xf342e	󳐮	有 in Yi script is  (有).|的英文是有，中文是有。
0xf342f	󳐯	是通用彝文字符 unicode 0xf342f 滇川黔桂彝文|划 (豆腐) in Yi script is  (划（豆腐）
0xf3430	󳐰	󳒛󲬜󲾞󳕒󳆶󳘑󲽬󲜧󳄊󲹀󲿙|是通用彝文字符 unicode 0xf3430 滇川黔桂彝文
0xf3431	󳐱	󳀯󳆐󳛮󳍔󲱙󲾥󲲙󲠛󲽸󳀙󲫡󳋄󲧖󲸜|祖灵
0xf3432	󳐲	是通用彝文字符 unicode 0xf3432 滇川黔桂彝文|彝文字符的中文含义是归附，英文含义是归附。
0xf3433	󳐳	是通用彝文字符 unicode 0xf3433 滇川黔桂彝文|的英文是（object, thing品, 东西），中文是（物
0xf3434	󳐴	󳒔󳒌󲣇󲭄󳙷󳙿󲨅󲳄󲹻󳌑|的英文是灾难，中文是灾难。
0xf3435	󳐵	的意思是（昏沉沉）（（昏沉沉））。|󲸠󳑾󲨫󳁠󲭳󳃕󳃷󲹊󲠵󲯅󳀟󲹃󲾸
0xf3436	󳐶	铜|󳌳󲹑󲽶󳘛󲝌󲳛󲡭󲭚
0xf3437	󳐷	󲸸󳘛󲠼󳒽󲽈󲼧󳁤󳎻󳄯󲾇󲪱|的英文是hundred合，中文是百合。
0xf3438	󳐸	󲽬󲫫󲮧󲤅󲲾󲸍󲿈󳄳󲠧󳆖󲼟󲷰󳀂|󲩤󲯴󳎯󲝈󳘈󳉁󲭲󲢜󲽹󳄻󲱣
0xf3439	󳐹	字符的词汇编号是6168。|的意思是停止（停止）。
0xf343a	󳐺	匾 in Yi script is  (匾).|󳊡󳛉󳂏󲯌󲣿󲣏󳈫󳅲󲽕󲶬󲧎󲲾󲝈
0xf343b	󳐻	彝文字符的中文含义是供养，英文含义是供养。|的英文是供养，中文是供养。
0xf343c	󳐼	「（快速）旋转」的通用彝文是「」。|彝文字符的中文含义是（快速）旋转，英文含义是(快速) 旋转。
0xf343d	󳐽	󳊐󳓏󲠶󲼛󲷃󳈌󲠗󲿻󲳷󳈾󲰿󳉞󲺤󲿓|的英文是生意 (ancient saying)，中文是生意（
0xf343e	󳐾	是通用彝文字符 unicode 0xf343e 滇川黔桂彝文|󲴺󲬵󳂻󳆜󲶐󳉤
0xf343f	󳐿	的英文是（螳螂），中文是（螳螂）。|是通用彝文字符 unicode 0xf343f 滇川黔桂彝文
0xf3440	󳑀	󲾙󲣮󲪙󲧌󳋸󲼒󳄠󳈦|彝文 unicode:0xf3440 通用彝文字符集
0xf3441	󳑁	1. 树立, 建立; 2. 举; 3, 塑(like, si|󲧸󲮅󲞾󳃐
0xf3442	󳑂	󲴋󳃼󲷆󲟬󳋑󲠷󳉰󲨁󲪪󲹂󳌡󲺚|别, 莫, 勿 in Yi script is  (别、莫、
0xf3443	󳑃	1、旧；2、古；3、庚（天干第七位）；用通用彝文写作「」。|1. 旧; 2. 古; 3, 庚(heavenly stem
0xf3444	󳑄	的意思是（灰尘）（（ash, gray尘））。|是通用彝文字符 unicode 0xf3444 滇川黔桂彝文
0xf3445	󳑅	󲭰󳑥󲳃󲢡󳊍󲺚󲨣󳜄󳌀󳎫󲷠󳐱|彝文 unicode:0xf3445 通用彝文字符集
0xf3446	󳑆	的意思是盖（名词）（盖 (名词)）。|是通用彝文字符 unicode 0xf3446 滇川黔桂彝文
0xf3447	󳑇	是通用彝文字符 unicode 0xf3447 滇川黔桂彝文|󳊸󲢭󲿃󲽓󳑗󳆞󲩗󳗮󲴼󳁊󲺠
0xf3448	󳑈	裙子|󳉁󳚝󲭨󲜸󳐦󲬶󳈪󳊇󲨶󲳥󲞈󳗾󲶽󳂐
0xf3449	󳑉	󲰳󳀡󲦻󳘽󳀨󳊉󲭀󲩏|的意思是风箱（风箱）。
0xf344a	󳑊	（瓢）|（瓢） in Yi script is  (（瓢）).
0xf344b	󳑋	是通用彝文字符 unicode 0xf344b 滇川黔桂彝文|的英文是哑，中文是哑。
0xf344c	󳑌	买 in Yi script is  (买).|彝文字符的中文含义是买，英文含义是买。
0xf344d	󳑍	彝文字符的中文含义是堆砌，英文含义是堆砌。|的英文是堆砌，中文是堆砌。
0xf344e	󳑎	󳀅󲷕󳄜󲠕󳘅󳉐󳏲󳛖󲺏󳎸󲦈|「1、立（起）；2、竖（起）；」的通用彝文是「」。
0xf344f	󳑏	（导线架）用通用彝文写作「」。|󲴹󳅔󲩂󲨿
0xf3450	󳑐	按 in Yi script is  (按).|按
0xf3451	󳑑	你们|你们 in Yi script is  (你们).
0xf3452	󳑒	1. (花) 朵; 2. (wood禄, 彝语point, |彝文 unicode:0xf3452 通用彝文字符集
0xf3453	󳑓	󲲉󲲘󲹯󲼙󲣸󳇚󳈡󳌬󲟬󳊁󳍲󲿄󲱨|彝文字符的中文含义是（腮帮子），英文含义是（腮帮子）。
0xf3454	󳑔	的英文是(摇) 摆，中文是（摇）摆。|彝文字符的词汇编号是6195。
0xf3455	󳑕	1. 漆(名词) ; 2. 漆(动词) ; 3, (烟屎(积|󲶯󳑼󳓚󲻃󲟛󳍵󲵠󲝬
0xf3456	󳑖	彝文字符的中文含义是回、次，英文含义是回, 次。|的意思是回、次（回, 次）。
0xf3457	󳑗	是通用彝文字符 unicode 0xf3457 滇川黔桂彝文|的英文是（梭子），中文是（梭子）。
0xf3458	󳑘	的英文是听到，中文是听到。|󲞵󳃕󲨨󲥀󲶌󳙞󲸆󳂫󳁳󳌕󲩣󲴾󲷸
0xf3459	󳑙	󳄲󳌑󲠯󳜤󲿦󲨸󲦪󲠗󳃣󲭵󳌧󲹎󲠷󲷯|彝文字符的中文含义是我们，英文含义是我们。
0xf345a	󳑚	1. 梳子(名词) ; 2. 梳(动词) ;|彝文 unicode:0xf345a 通用彝文字符集
0xf345b	󳑛	󳚃 brave star|是通用彝文字符 unicode 0xf345b 滇川黔桂彝文
0xf345c	󳑜	󲯷󳁎󳛧󳅹󲮫󲭲󳈼󲦫󲽅|󲫷󲣐 mind time weak
0xf345d	󳑝	The Yi script for '含化' is ''. |󲝶󲠕󳄂󳆉󲴷󳊙󳗯󲟡󲥒
0xf345e	󳑞	是通用彝文字符 unicode 0xf345e 滇川黔桂彝文|󲡛󲤵󲳳󳅙󳔯󲭷󳔹
0xf345f	󳑟	是通用彝文字符 unicode 0xf345f 滇川黔桂彝文|叔叔
0xf3460	󳑠	（驮魂马，（旧彝族祭死者，用以表示马“驮”其魂）；用通用彝文|󳍮 family mountain
0xf3461	󳑡	是通用彝文字符 unicode 0xf3461 滇川黔桂彝文|󲯛󲻕󲭱󲺓󲡎󲼳󲜪󲮺
0xf3462	󳑢	󳗉 weak new|彝文字符的中文含义是呻吟，英文含义是呻吟。
0xf3463	󳑣	󲪆󳘱󲻕󳚕󲻻󲟲󳀷󳅙󳈧󲯫󳏭|们 (同志们)
0xf3464	󳑤	「（侄子，侄儿）」的通用彝文是「」。|彝文 unicode:0xf3464 通用彝文字符集
0xf3465	󳑥	哄, 骗 in Yi script is  (哄、骗).|彝文字符的中文含义是哄、骗，英文含义是哄, 骗。
0xf3466	󳑦	彝文字符的中文含义是相好，英文含义是相好。|的英文是相好，中文是相好。
0xf3467	󳑧	的英文是扇 (量词)，中文是扇（量词）。|是通用彝文字符 unicode 0xf3467 滇川黔桂彝文
0xf3468	󳑨	󳀵󲽕󳗞󳕼󲤙󲝐󲞃󲬻󲞙󲬜󲰾󲰧󲥤|󲹗󲽈󳗵󳉡󲷢󲫂󲸋󲯍󳚾󳓋
0xf3469	󳑩	彝文字符的中文含义是胎子（斗笠胎子），英文含义是胎子 (斗笠|「胎子（斗笠胎子）」的通用彝文是「」。
0xf346a	󳑪	是通用彝文字符 unicode 0xf346a 滇川黔桂彝文|「（解说）」的通用彝文是「」。
0xf346b	󳑫	烟grass, 香烟|的英文是烟grass, 香烟，中文是烟草、香烟。
0xf346c	󳑬	（曾祖）|The Yi script for '（曾祖）' is ''
0xf346d	󳑭	󲦜󳄂󳏍󳒑󳔠󳏞󲠷󳙓󲴍󳑯󳒶󲶋󲴌|的意思是（怪味）（（怪味））。
0xf346e	󳑮	的英文是（身体），中文是（身体）。|（身体） in Yi script is  (（身体）).
0xf346f	󳑯	󳁃󳀠 wise sky bad|娶 (妻)
0xf3470	󳑰	彝文字符的中文含义是我们，英文含义是我们。|的意思是我们（我们）。
0xf3471	󳑱	彝文 unicode:0xf3471 通用彝文字符集|1、观瞻；2、展望；用通用彝文写作「」。
0xf3472	󳑲	（天麻）用通用彝文写作「」。|「（天麻）」的通用彝文是「」。
0xf3473	󳑳	󲡦󳒠󲨹󲺰󳘜󳛳󲣼󲿓|是通用彝文字符 unicode 0xf3473 滇川黔桂彝文
0xf3474	󳑴	彝文 unicode:0xf3474 通用彝文字符集|󳀿󲺝󳄙󳋇󲟁󲹌󳁹
0xf3475	󳑵	󲬎󲩌󲤒󳏉󲞱󲼏󲦱󳐭󲵢󳊶|󳐧󲪂󲸕󲭨󳀇󲰙󳅅󲲟󲪝󳒺󲵔󲹘
0xf3476	󳑶	󲡘󲜐󳅽󳘘󲸙󲬃󲳃󲤵󳆰󲞘󲸷󲦣|方便用通用彝文写作「」。
0xf3477	󳑷	是通用彝文字符 unicode 0xf3477 滇川黔桂彝文|󳆛󳊞󳑦󲠄󳚰󲿠󳈿󲞤
0xf3478	󳑸	󳉆󲫽󲹲󲲻󲹙|的英文是破，中文是破。
0xf3479	󳑹	（石头）用通用彝文写作「」。|彝文字符的中文含义是（石头），英文含义是（石头）。
0xf347a	󳑺	「嘶叫」的通用彝文是「」。|编号6233对应彝文字符。
0xf347b	󳑻	󳓼󲥹󳋁󳇜󲤝󲮕󲽍󲪌󲣜󲷈󳇚󳑽󳛛󲻊|是通用彝文字符 unicode 0xf347b 滇川黔桂彝文
0xf347c	󳑼	（身材）矮小用通用彝文写作「」。|󲯪󲩋󳁫󳏥󳋧󲯺
0xf347d	󳑽	彝文字符的中文含义是（秋千），英文含义是（秋thousand|󳓼󲥹󳋁󳇜󲤝󲮕󳑻󲽍󲪌󲣜󲷈󳇚󳛛󲻊
0xf347e	󳑾	石(dan)  (容量)|是通用彝文字符 unicode 0xf347e 滇川黔桂彝文
0xf347f	󳑿	彝文字符的中文含义是（出殡），英文含义是（出殡）。|的英文是（出殡），中文是（出殡）。
0xf3480	󳒀	彝文字符的词汇编号是6239。|󳗱󲠷 body sky mountain
0xf3481	󳒁	字符的词汇编号是6240。|󳌏󲣑󲻛󲳳
0xf3482	󳒂	󲯂󲴱󳗪󲡰󲻪󲯹󲩦󳅀󲹝󲪆󲦙󲻕|是通用彝文字符 unicode 0xf3482 滇川黔桂彝文
0xf3483	󳒃	「（陶瓷、金属等）碎片」的通用彝文是「」。|(陶瓷, 金属等) 碎片
0xf3484	󳒄	是通用彝文字符 unicode 0xf3484 滇川黔桂彝文|燃 (烧)
0xf3485	󳒅	󲥺󲪬󲵳󳊽󲞕󲼇󲽱󳆮󲜮󲸔󲫙󳑛|彝文字符的中文含义是（设陷阱猎鸟兽），英文含义是（设陷阱猎鸟
0xf3486	󳒆	「昌（盛）」的通用彝文是「」。|󲼜󲨲󳃼󲦌󲥑󳏜󲷔󲷺󲳰󲲹󲨯
0xf3487	󳒇	󳊑 angry sad|󲺇󳙛󳔚󲱞󳑯󲮡󳆸󳍘󲽊󲣏󲠒󳐏
0xf3488	󳒈	「（陶瓷）」的通用彝文是「」。|󲝦󳗱󲾸󲞕󲱪󲯅󲷅
0xf3489	󳒉	The Yi script for '颗（粒）' is ''|󲲄󳐈󲝺󲫛󲷌󲱩󳈕󳀛󳒴󲞠󲭻󳕟󲦎󲞑
0xf348a	󳒊	的意思是消灭（古语）（消灭 (ancient saying)|The Yi script for '消灭（古语）' is 
0xf348b	󳒋	󲯀 hot wind|󲪌󲧭󲰋󲻤󲾽󲣁󳅪󲬉󳙕󲱾󳎷󳉌󳘖
0xf348c	󳒌	彝文字符的中文含义是（天花），英文含义是（sky, heav|彝文 unicode:0xf348c 通用彝文字符集
0xf348d	󳒍	是通用彝文字符 unicode 0xf348d 滇川黔桂彝文|窝(量词)  (one窝豆子)
0xf348e	󳒎	的英文是庙 (fire神庙)，中文是庙（火神庙）。|庙 (fire神庙)
0xf348f	󳒏	的意思是（繁殖、繁衍）（（繁殖, 繁衍））。|󲰝󳎨󳆥󳛓󲦴󳔑󳜟󳆳
0xf3490	󳒐	󲮮󲡿󳗵󳍅󳅣󳂬󳆉󲭾󳘶󲧦󲰩󳁓󲰛|󲻌󲣏󳁘󳉇󳃊󳍄󳌶
0xf3491	󳒑	（口袋, 挎pack, wrap） in Yi script|󲥣󲮉󲾊󲠈󲿮󳙈󳒄󲾁󳄓󲱢󳁚󳗈󳁲
0xf3492	󳒒	1. (拳头) ; 2. (胳膊) ;|是通用彝文字符 unicode 0xf3492 滇川黔桂彝文
0xf3493	󳒓	󲯾󳒖󲸐󲶏󲞿󳊠󳂶󲧰󲢐󲪱󳆡󲥶󲜳|󲠲󲫝󲧣󲢚󳔮󲶾󳄁󲞫󲼉󳄴󳛕󲥸󳌏󳏒
0xf3494	󳒔	彝文 unicode:0xf3494 通用彝文字符集|󲝉󳈬󳆩󳄩
0xf3495	󳒕	󳈠󳗾 peace sun hello|彝文字符的中文含义是（唠）叨，英文含义是(唠) 叨。
0xf3496	󳒖	󲯾󲸐󲶏󲞿󳊠󳂶󲧰󲢐󲪱󳆡󲥶󲜳󳒓|的英文是咽喉，中文是咽喉。
0xf3497	󳒗	󳐂󳆕󲷈󲮲󲵃󲬉󳏏󲨼󲵻󲹋󳓣󲰡󳍞󳇑|󲡩󲭛󳗂󲰿󲳊󲾔󲜵󲜒󲭬󲠪󲢨󲮁󲶄
0xf3498	󳒘	彝文字符的中文含义是空，闲，英文含义是空, 闲。|󳈎󳘓󳚒󳘿󲟉󲮍󲸰󲽝󳍲󲨟󲞒󳖋󳂙
0xf3499	󳒙	的英文是hair, wool (虫)，中文是毛（虫）。|的意思是毛（虫）（hair, wool (虫)）。
0xf349a	󳒚	The Yi script for '（犁辕（yuan））'|编号6265对应彝文字符。
0xf349b	󳒛	是通用彝文字符 unicode 0xf349b 滇川黔桂彝文|󲥔󲺒󳇻󲸰󲧫󳌤󲻛󳀿󲫸󳔍󲡟󲦈
0xf349c	󳒜	彝文 unicode:0xf349c 通用彝文字符集|的意思是（争吵）（（争吵））。
0xf349d	󳒝	󲶗󳗢󲦻󳉢󲮰󲭧󳘁󲽬󳇍󳈄󳅂󲳾󲬉󲦠|是通用彝文字符 unicode 0xf349d 滇川黔桂彝文
0xf349e	󳒞	󲴀󳙖󲞳󳂕󳚔󲜺󲴘󳗜󳃫󳀇󲥊|󳍓 angry star
0xf349f	󳒟	彝文 unicode:0xf349f 通用彝文字符集|「1、少；2、（皮聂，（古人名，与赤芤（[kōu）同为彝族先
0xf34a0	󳒠	彝文 unicode:0xf34a0 通用彝文字符集|是通用彝文字符 unicode 0xf34a0 滇川黔桂彝文
0xf34a1	󳒡	的意思是嘣（象声词）（嘣 (onomatopoeia)）。|嘣 (onomatopoeia) in Yi script 
0xf34a2	󳒢	1. (屁strand, share, 臀部) ; 2. (|󲽐󲟌󳌏󲤓󲧃󳔆󲞅󲟇󳆶󲠞󲰚󳌮
0xf34a3	󳒣	的意思是撕裂（撕裂）。|的英文是撕裂，中文是撕裂。
0xf34a4	󳒤	彝文字符的词汇编号是6275。|的英文是定 (了)，中文是定（了）。
0xf34a5	󳒥	󲯔󲴸󲯶󳁉󲸢󲼀󳙄󳉄|嘎(做嘎,  (祭祖, 超度祖灵) )
0xf34a6	󳒦	彝文 unicode:0xf34a6 通用彝文字符集|The Yi script for '（犁板）' is ''
0xf34a7	󳒧	是通用彝文字符 unicode 0xf34a7 滇川黔桂彝文|的英文是（藿hemp, numb），中文是（藿麻）。
0xf34a8	󳒨	（护寨神）|彝文字符的中文含义是（护寨神），英文含义是（护寨神）。
0xf34a9	󳒩	「1、染料；2、蓝靛；」的通用彝文是「」。|󳔭󳔦󳂲󲱿󲧤󳔮󲹘󲪯󳍕󲞥󳊱󲫁
0xf34aa	󳒪	鬃（zong）（马鬃、猪鬃）用通用彝文写作「」。|「鬃（zong）（马鬃、猪鬃）」的通用彝文是「」。
